name,fMF,nHBAcc,nHBDon,Lipinski,GhoseFilter,apol,bpol,Vabc,MW,AMW
COc1cc(-c2ccc(s2)-c2sc(cc2C)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)c(OC)cc1-c1ccc(s1)-c1sc(cc1C)-c1sc(\\C=C2\\SC(=S)N(C)C2=O)cc1C,0.4897959183673469,14,0,0,0,135.23254800000018,66.88345200000012,803.5426845574689,999.9882176320011,10.203961404408174
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.620253164556962,12,0,0,0,116.937239,66.09276100000005,648.5164006031242,899.9409759260006,11.391657923113932
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3cc4OC(C)(C)c5cc(sc5-c4s3)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0.5454545454545454,11,0,0,0,117.62379000000001,56.904210000000084,697.2259201878285,874.0540460600009,9.93243234159092
Cc1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(C)s1,0.56,22,0,0,0,208.98682200000056,93.17317800000016,1147.9239276527683,1502.0561377280014,10.013707584853343
CN1C(=S)S\\C(=C/c2cc3n(C)c4cc(sc4c3s2)-c2cc3n(C)c4cc(sc4c3s2)-c2cc3n(C)c4cc(\\C=C5/SC(=S)N(C)C5=O)sc4c3s2)C1=O,0.5844155844155844,15,0,0,0,113.23023900000004,55.49976100000008,624.6851043806734,888.9058849760008,11.544232272415595
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2sc(cc2[Si]4(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.5833333333333334,12,0,0,0,141.2713760000003,89.44862400000007,772.8032737357345,1013.9899245240009,10.56239504712501
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.6153846153846154,16,0,0,0,218.60723600000048,88.47276400000017,1199.5611874297458,1562.080856104001,10.013338821179493
CSc1c2cc(sc2c(SC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0.5192307692307693,16,0,0,0,151.90854800000056,73.25145200000011,877.3964336562069,1143.8866723920012,10.99891031146155
COc1c2cc(sc2c(OC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0.5192307692307693,16,0,0,0,147.71254800000045,71.8034520000001,857.9588386105595,1111.9323596320012,10.691657304153857
Cc1cc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)cc1C,0.48148148148148145,18,0,0,0,151.38854800000053,68.15145200000012,899.5325653588079,1120.010684392001,10.370469299925935
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ccc(-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ncc(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,0.6312056737588653,24,0,0,0,214.4288920000004,136.3011080000001,1144.2977483168756,1555.9148149980006,11.034856843957451
Cc1ccc(s1)-c1ccc(s1)-c1ncc(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2cnc(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0.5344827586206896,14,0,0,0,155.99889200000058,70.66110800000013,852.2580034026274,1080.1393134080013,9.31154580524139
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0.5454545454545454,14,0,0,0,179.86047800000054,79.75952200000015,1007.4538655231697,1314.0865703520012,9.955201290545464
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cc(F)c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0.6330275229357798,19,0,0,0,164.50116900000046,101.27883100000008,887.0740703569583,1219.9278553360007,11.191998672807346
CN1C(=S)S\\C(=C/c2sc(-c3cc4c(-c5ccc(C)s5)c5sc(cc5c(-c5ccc(C)s5)c4s3)-c3sc(\\C=C4/SC(=S)N(C)C4=O)c4cc(C)sc34)c3sc(C)cc23)C1=O,0.5681818181818182,14,0,0,0,130.75420400000013,60.30579600000009,741.8753912599182,999.879930136001,11.362271933363647
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc5c(c4)n(C)c4cc(ccc54)-c4ccc(s4)-c4n(C)c(=O)c5c(-c6ccc(s6)-c6ccc(\\C=C7\\SC(=S)N(C)C7=O)s6)n(C)c(=O)c45)n(C)c(=O)c23)C1=O,0.5590551181102362,17,0,0,0,174.0605130000005,80.44948700000012,1045.198888143013,1311.0325420320007,10.323090882141738
COc1ccc(s1)-c1c2cc(sc2c(-c2ccc(OC)s2)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0.5423728813559322,18,0,0,0,169.53972000000053,80.73628000000012,976.2860156635958,1275.907801760001,10.812777981016957
CN1C(=O)\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/C(=O)N(C)C(=O)C(C#N)=C3C)cc2C)C(C)=C(C#N)C1=O,0.5076923076923077,16,0,0,0,177.50047800000056,78.77952200000016,1046.7925670661864,1278.0726159520013,9.831327815015396
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Ge]3(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.620253164556962,12,0,0,0,117.357032,67.22296800000007,,927.8946490080007,11.745501886177223
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0.5254237288135594,12,0,0,0,158.0333060000006,70.82669400000013,889.1266884701334,1150.1111282240013,9.746704476474587
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(cc7C(c6cc5c4cc2C3(c2ccc(C)cc2)c2ccc(C)cc2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2ccc(\\C=C3\\SC(=S)N(C)C3=O)s2)C1=O,0.5419847328244275,11,0,0,0,176.00685700000065,73.24314300000013,1011.0088003406868,1207.159045808001,9.214954548152681
COC(=O)C(=C\\c1ccc([se]1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1ccc(\\C=C(/C#N)C(=O)OC)[se]1)\\C#N,0.43478260869565216,12,0,0,0,128.505376,61.6106240000001,768.675492793988,1027.901676104001,11.17284430547827
Cc1cc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)cc1C,0.4772727272727273,16,0,0,0,123.55420400000001,55.205796000000085,746.6134178580569,928.0039421360009,10.545499342454555
COc1c2cc(sc2c(OC)c2cc(sc12)-c1ccc2N(C)c3ccc(C=C(C#N)C#N)cc3Sc2c1)-c1ccc2N(C)c3ccc(C=C(C#N)C#N)cc3Sc2c1,0.46511627906976744,12,0,0,0,115.29420400000001,47.10179600000005,703.0763725130307,824.1156581360008,9.58274021088373
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2cc(C)c(s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2sc(cc2C)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,0.5053763440860215,13,0,0,0,131.8549620000001,63.865038000000105,772.5157436288292,973.9548093280011,10.472632358365603
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0.6330275229357798,19,0,0,0,164.39137600000043,101.38862400000008,893.141629310766,1237.9184335240009,11.357049848844044
CN1c2ccc(C=C(C#N)C#N)cc2Sc2cc(ccc12)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,0.515625,5,0,0,0,81.753032,31.096967999999993,495.04407600665485,532.1721677680007,8.31519012137501
COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)-c1ccc(-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2ccc(-c3ccc(cc3)N(c3ccc(OC)cc3)c3ccc(OC)cc3)c3nsnc23)c2nsnc12,0.5571428571428572,16,0,0,0,182.1212360000007,81.85076400000017,1024.9400659165453,1256.2374301440013,8.97312450102858
Cc1ccc(s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1ccc(C)s1,0.5818181818181818,18,0,0,0,153.31813400000055,67.28186600000012,842.0856326512663,1118.042653216001,10.164024120145465
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc2c(s1)-c1sc(cc1C21c2cc(ccc2-c2ccc(cc12)C(C)(C)C)C(C)(C)C)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,0.4774774774774775,8,0,0,0,142.67689200000035,57.453108000000086,834.1911528443544,944.2122438880014,8.506416611603616
CC(=C(C#N)C#N)c1ccc(s1)-c1ccc(s1)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1ccc(s1)-c1ccc(s1)C(C)=C(C#N)C#N,0.4492753623188406,10,0,0,0,102.119446,54.550554000000076,611.8646517931265,729.9937992340007,10.579620278753634
CC(=O)c1cc2c(sc(-c3ccc(s3)-c3ccc(C)s3)c2s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(-c2ccc(s2)-c2ccc(C)s2)c2sc(cc12)C(C)=O,0.5686274509803921,14,0,0,0,149.2549620000005,65.36503800000011,813.9829686166008,1097.9207323280011,10.763928748313736
Cc1ccc(s1)-c1ccc(s1)-c1ccc([C]2Sc3c4sc5c6S[C](C=c6n(C)c5c4n(C)c3=C2)c2ccc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.6470588235294118,15,0,0,0,123.51661800000001,56.20338200000009,663.6055294816482,925.9705338320008,10.893770986258833
N#C[C](C#N)c1ccc(cc1)[C](C(=C(C#N)C#N)c1ccc(C#Cc2cccnc2)c2nsnc12)c1ccc(cc1)N(c1ccccc1)c1ccccc1,0.5641025641025641,9,0,0,0,102.85303200000001,33.946968,648.833463263206,708.1844637680008,9.07928799702565
Cc1ccc(s1)-c1ccc(s1)-c1c2cc(sc2c(-c2ccc(s2)-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.5862068965517241,14,0,0,0,162.14613400000053,73.03386600000012,928.8495736185259,1198.010015696001,10.327672549103456
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.6056338028169014,14,0,0,0,196.78006400000055,79.53993600000015,1081.2340103767096,1398.1054139760008,9.84581277447888
Cc1ccc(s1)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccc5cc(cc6ccc(c3)c4c56)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5ccc(s5)-c5ccc(C)s5)n(C)c(=O)c34)n(C)c(=O)c12,0.5636363636363636,10,0,0,0,147.20613400000045,63.19386600000011,846.1144231690379,1046.121731696001,9.510197560872736
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)C(F)(F)F)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)C(F)(F)F)n(C)c(=O)c12,0.546875,12,0,0,0,171.04172000000045,76.79828000000012,1026.7398718404042,1322.0719430800011,10.328687055312509
COC(=O)C(=C/c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.41414141414141414,14,0,0,0,138.30254800000023,77.5834520000001,817.8160742475982,988.0210021620012,9.980010122848498
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0.6330275229357798,19,0,0,0,164.61096200000046,101.16903800000009,881.0065114031505,1201.937277148001,11.026947496770651
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cnc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ncc(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,0.6402877697841727,26,0,0,0,211.95530600000038,136.57469400000008,1131.6992990646002,1557.9053129340007,11.207951891611515
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.5686274509803921,12,0,0,0,140.31896200000028,64.1010380000001,810.5223965654897,1034.034573568001,10.137593858509813
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.6382978723404256,14,0,0,0,136.68420400000022,59.475796000000095,746.3226851680569,1041.9489133360007,11.084562907829795
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cnc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0.6388888888888888,20,0,0,0,163.37416900000045,101.30583100000008,874.7072867770131,1202.9325261160009,11.138264130703712
CC(C)[Si](C#Cc1c2cc(sc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc(sc12)-c1c(F)cc(-c2ccc(s2)-c2ccc(C)s2)c2nsnc12)-c1c(F)cc(-c2ccc(s2)-c2ccc(C)s2)c2nsnc12)(C(C)C)C(C)C,0.36231884057971014,12,0,0,0,183.32158000000075,117.53842000000016,1034.3870668697366,1210.2090254200016,8.769630618985518
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,0.5777777777777777,10,0,0,0,124.11179000000004,48.328210000000055,719.6382526737508,886.0468354400009,9.844964838222232
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3cc4ccc5cc(cc6ccc(c3)c4c56)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0.5777777777777777,8,0,0,0,119.37179000000003,50.248210000000064,693.195275668287,854.114989440001,9.490166549333344
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccccc4o3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccccc4o3)n(C)c(=O)c12,0.59375,14,0,0,0,173.97730600000048,75.59869400000014,990.7211066772862,1266.087003064001,9.891304711437508
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(o2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(o2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.6,14,0,0,0,150.96296200000052,66.27303800000011,847.4022540299163,1150.038357208001,10.45489415643637
Cn1c(-c2ccc(s2)C#Cc2ccc(cc2)-n2c3ccccc3c3ccccc23)c2c(c(-c3ccc(s3)C#Cc3ccc(cc3)-n3c4ccccc4c4ccccc34)n(C)c2=O)c1=O,0.6122448979591837,6,0,0,0,127.99496200000003,47.60503800000005,739.3459009210852,858.212318328001,8.757268554367357
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc(s2)-c2ccc(s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)C1=O,0.5531914893617021,14,0,0,0,136.76137600000024,64.3186240000001,797.0873617076327,1027.911230264001,10.935225853872351
CN1C(=O)\\C(=C2\\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4cccs4)n(C)c(=O)c23)c2ccc(cc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.54,10,0,0,0,129.18296200000003,59.41703800000009,786.5247622666807,942.1422668080011,9.42142266808001
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)N(c3ccccc3)c3ccccc3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)N(c3ccccc3)c3ccccc3)n(C)c(=O)c12,0.5783132530120482,14,0,0,0,219.97558000000046,93.60442000000019,1268.1763710739901,1520.2441724000014,9.158097424096393
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0.5454545454545454,14,0,0,0,179.8604780000005,79.75952200000015,1007.4538655231697,1314.0865703520012,9.955201290545464
Cc1cc2sc(cc2s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3cc4sc(C)cc4s3)c3nsnc23)c2nsnc12,0.6119402985074627,14,0,0,0,187.43289200000055,75.52710800000014,1017.3229873767635,1346.074113848001,10.045329207820902
COC(=O)C(=C\\c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(s1)-c1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3sc(cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2s1)-c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(\\C=C(/C#N)C(=O)OC)s1)\\C#N,0.26582278481012656,14,0,0,0,204.57709600000084,129.1389040000002,1209.7542994680184,1316.2796298440019,8.330883733189886
COc1ccc(cc1F)-c1c2cc(oc2c(-c2ccc(OC)c(F)c2)c2cc(oc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.5454545454545454,12,0,0,0,141.05454800000032,65.4374520000001,847.693347381756,1058.138404552001,9.619440041381827
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3ccc(cc3)-c3n(C)c(=O)c4c(-c5ccc(cc5)-c5ccc(s5)-c5n(C)c(=O)c6c(-c7cccs7)n(C)c(=O)c56)n(C)c(=O)c34)n(C)c2=O)c1=O,0.5384615384615384,10,0,0,0,133.85654800000015,61.4234520000001,818.4802737666535,968.1579168720011,9.309210739153857
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nonc23)c2nsnc12,0.6330275229357798,19,0,0,0,162.51296200000044,98.16503800000008,871.287713880327,1185.960120768001,10.880368080440375
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2sc(-c3cc(C)c(s3)-c3ccc(s3)-c3sc(\\C=C4\\SC(=S)N(C)C4=O)cc3C)c3c2C(=O)c2c(C)sc(C)c2C3=O)C1=O,0.5294117647058824,16,0,0,0,146.37896200000046,68.06103800000011,866.2223796628177,1109.916709568001,10.881536368313734
COc1ccc(-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc(OC)c(OC)c4OC)n(C)c(=O)c23)c(OC)c1OC,0.38461538461538464,10,0,0,0,92.533376,52.59462400000007,571.3041633600469,660.1600079840009,8.46358984594873
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)C#Cc3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0.5588235294117647,8,0,0,0,90.65744600000002,42.22255400000004,559.8960720117025,678.0523891840007,9.9713586644706
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2cc3sc(cc3cc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.42,14,0,0,0,136.1125480000002,62.1434520000001,803.3627407133023,984.0440756320012,9.840440756320012
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3ccc4cc5cc(ccc5cc4c3)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0.5681818181818182,8,0,0,0,116.03179000000003,50.248210000000064,684.496223116056,830.1149894400011,9.433124880000012
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.43333333333333335,16,0,0,0,163.94689200000062,75.08910800000014,956.281888214053,1176.0508178880011,9.80042348240001
