name,fMF,nHBAcc,nHBDon,Lipinski,GhoseFilter,apol,bpol,Vabc,MW,AMW
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(cc4C6(C)C)-c4c(F)c(F)c(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)n(C)c(=O)c23)c2nsnc12,0.5542168674698795,18,0,0,0,226.19240800000046,99.86759200000016,1279.523198331266,1664.104939912001,10.024728553686753
COC(=O)c1ccc(o1)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(o3)C(=O)OC)n(C)c(=O)c12,0.4666666666666667,10,0,0,0,74.51186,38.82014000000002,467.5282520169031,576.0661076000006,9.601101793333344
COc1c2cc(sc2c(OC)c2cc(sc12)-c1ccc(-c2cc3n(C)c4cc(C)sc4c3s2)c2nsnc12)-c1ccc(-c2cc3n(C)c4cc(C)sc4c3s2)c2nsnc12,0.5909090909090909,16,0,0,0,123.55420400000001,59.2217960000001,643.5134178580569,928.0039421360008,10.545499342454555
COC(=O)C(=C\\c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(-c3ccc(OC)c(F)c3)c3sc(cc3c(-c3ccc(OC)c(F)c3)c2s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.4426229508196721,16,0,0,0,162.8713060000006,73.86069400000014,978.2984636282524,1204.077661504001,9.86948902872132
Cn1c(-c2ccc(s2)-c2ccc3n(C)c4c5c6ccccc6n(C)c5c5c6ccccc6n(C)c5c4c3c2)c2c(c(-c3ccc(s3)-c3ccc4n(C)c5c6c7ccccc7n(C)c6c6c7ccccc7n(C)c6c5c4c3)n(C)c2=O)c1=O,0.5454545454545454,10,0,0,0,166.44365000000067,70.49635000000012,880.6650648640326,1098.3498148400013,8.32083193060607
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.5686274509803921,12,0,0,0,140.31896200000028,64.1010380000001,810.5223965654897,1034.034573568001,10.137593858509813
N#CC(C#N)=C(C(=C(C#N)C#N)c1ccc(C#Cc2cccnc2)c2nsnc12)c1ccc(cc1)N(c1ccccc1)c1ccccc1,0.5588235294117647,9,0,0,0,90.16586000000002,29.934139999999996,576.2233877110291,632.1531636400007,9.296370053529422
CN1C(=O)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/SC(=O)N(C)C3=O)cc2C)C1=O,0.5517241379310345,16,0,0,0,163.73972000000055,76.54028000000012,939.2679667149672,1211.963659760001,10.44796258413794
Cn1c(-c2ccc(s2)C#Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c(-c3ccc(s3)C#Cc3ccc(cc3)N(c3ccccc3)c3ccccc3)n(C)c2=O)c1=O,0.5882352941176471,6,0,0,0,130.66213400000007,51.61786600000006,785.8588188165687,862.2436184560011,8.453368808392167
COc1cc(-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4cc5ccc6cccc7ccc(c4)c5c67)n(C)c(=O)c23)c(OC)cc1-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccc5cccc6ccc(c3)c4c56)n(C)c(=O)c12,0.5606060606060606,10,0,0,0,171.7244780000006,69.77152200000012,980.5960317799751,1190.2300191920012,9.016894084787888
COc1c2cc(sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(C)s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(C)s1,0.5362318840579711,22,0,0,0,188.76365000000058,87.71235000000016,1047.1772045027128,1370.0705248400013,9.928047281449285
Cn1c(-c2cccs2)c2c(c(-c3ccc(\\C=C\\c4ccc(s4)-c4n(C)c(=O)c5c(-c6cccs6)n(C)c(=O)c45)s3)n(C)c2=O)c1=O,0.5428571428571428,8,0,0,0,91.99103200000002,44.228968000000044,562.5325309594443,680.0680392480008,9.715257703542868
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(cc4C6(C)C)-c4c(F)c(F)c(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)n(C)c(=O)c23)c2nsnc12,0.5542168674698795,18,0,0,0,226.19240800000046,99.86759200000016,1279.523198331266,1664.104939912001,10.024728553686753
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2ccc3c(c2)n(C)c2c4ccc(cc4n(C)c32)-c2c(F)cc(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.6274509803921569,14,0,0,0,142.43137600000034,61.9886240000001,771.9527214670723,1058.042219464001,10.372962935921578
COC(=O)C(=C\\c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(-c3ccc(OC)cc3)c3sc(cc3c(-c3ccc(OC)cc3)c2s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.4426229508196721,16,0,0,0,163.09089200000065,73.64110800000013,966.1633457206369,1168.0965051280011,9.574561517442632
COc1c2cc(sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1cc(C)c(C=C2C(=O)c3ccccc3C2=O)s1)-c1sc(cc1C)-c1cc(C)c(C=C2C(=O)c3ccccc3C2=O)s1,0.5306122448979592,12,0,0,0,131.72296200000014,55.81303800000008,771.8106770244465,946.0679648080011,9.653754742938787
COc1cc(-c2ccc(s2)-c2cc(F)c(-c3ccc(C)s3)c3nsnc23)c(OC)cc1-c1ccc(s1)-c1cc(F)c(-c2ccc(C)s2)c2nsnc12,0.5789473684210527,12,0,0,0,103.981032,49.09496800000006,591.1598079649111,798.0191584480007,10.500252084842113
CN1C(=S)S\\C(=C/c2ccc(s2)-c2ccc(s2)-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc(cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)-c2ccc(s2)-c2ccc(s2)-c2ccc(\\C=C3/SC(=S)N(C)C3=O)s2)C1=O,0.5753424657534246,14,0,0,0,203.53723600000058,84.38276400000017,1170.0167920207475,1432.0677309040009,9.808683088383567
Cc1cc(sc1-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(F)c(-c2cc(C)c(s2)-c2nc3sc(nc3s2)-c2sc(cc2C)-c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,0.6153846153846154,16,0,0,0,209.51061500000043,86.22938500000018,1171.5490614695875,1450.2299399800015,9.296345769102574
CC(C)[Si](C#Cc1c2cc(sc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc(sc12)-c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(\\C=C2\\SC(=O)N(C)C2=O)s1)-c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(\\C=C2/SC(=O)N(C)C2=O)s1)(C(C)C)C(C)C,0.3375,14,0,0,0,210.37709600000082,134.6029040000002,1227.332348416647,1380.2237718440017,8.62639857402501
Cc1ccsc1C#Cc1c2ccccc2c(C#Cc2ccc(cc2)C#Cc2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)C#Cc4ccc(cc4)C#Cc4c5ccccc5c(C#Cc5sccc5C)c5ccccc45)n(C)c(=O)c23)c2ccccc12,0.6153846153846154,6,0,0,0,175.00289200000054,59.13710800000009,1051.4587604352664,1168.2285626480013,8.98637355883078
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c3cc(C)sc3c3cc(sc3c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.42452830188679247,15,0,0,0,145.35613400000042,66.60986600000011,847.8668029637051,1054.0317966960013,9.943696195245295
CN1C(=S)S\\C(=C/c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc3c(s2)-c2sc(\\C=C4/SC(=S)N(C)C4=O)cc2[Si]3(C)C)C1=O,0.5384615384615384,14,0,0,0,157.16854800000053,99.21145200000011,886.6831568806319,1135.8963834520011,10.922080610115396
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(s2)-c2sc(cc2P3(=O)c2ccccc2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)C1=O,0.5619047619047619,15,0,0,0,153.21375500000053,76.03624500000011,885.9584592117434,1149.9033816100011,10.951460777238106
COC(=O)c1sc2c(sc(-c3cc(C)c(s3)-c3ccc(s3)-c3sc(\\C=C4/SC(=S)N(C)C4=O)cc3C)c2c1F)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0.5208333333333334,16,0,0,0,138.25558300000026,67.0324170000001,820.7353745644212,1077.8916376920013,11.228037892625013
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(s3)-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(s3)-c3cccs3)n(C)c(=O)c12,0.6,16,0,0,0,183.9733060000005,81.96669400000012,1047.1767506715623,1361.9854578240008,10.476811214030775
CN1C(=O)c2c(sc(-c3cc4n(C)c5cc(sc5c4s3)-c3sc(cc3C)-c3sc(C=C(C#N)C#N)cc3C)c2C1=O)-c1cc2n(C)c3cc(sc3c2s1)-c1sc(cc1C)-c1sc(C=C(C#N)C#N)cc1C,0.49019607843137253,17,0,0,0,144.58458300000038,62.38541700000011,839.1113983628725,1085.002562232001,10.637280021882363
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.40625,18,0,0,0,171.55806400000063,82.57393600000016,1008.454312564749,1236.0719472560013,9.65681208793751
CSc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(-c4ccc(SC)s4)c4sc(cc4c(-c4ccc(SC)s4)c3s2)-c2c(F)cc(-c3ccc(s3)-c3ccc(SC)s3)c3nsnc23)c2nsnc12,0.6122448979591837,18,0,0,0,148.28420400000044,69.31579600000008,820.3587830653138,1169.8371973360008,11.93711425853062
COc1c(OC)c(-c2ccc(s2)-c2ccc(C)s2)c2nsnc2c1[C]1Sc2c3sc4c5S[C](C=c5n(C)c4c3n(C)c2=C1)c1c(OC)c(OC)c(-c2ccc(s2)-c2ccc(C)s2)c2nsnc12,0.5445544554455446,19,0,0,0,138.73896200000024,71.17303800000009,767.9503781830396,1046.012792568001,10.356562302653476
Cn1c(-c2ccc(s2)-c2ccc3[nH]ccc3c2)c2c(c(-c3ccc(s3)-c3ccc4[nH]ccc4c3)n(C)c2=O)c1=O,0.5806451612903226,4,2,0,0,79.91344600000001,33.286554,454.1785166078618,558.1184179440007,9.00190996683872
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,0.5445544554455446,11,0,0,0,137.69254800000024,56.80745200000008,804.6947590957525,972.0658566320012,9.624414422099022
CSc1ccc(cc1)-c1c2cc(sc2c(-c2ccc(SC)cc2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.5454545454545454,12,0,0,0,149.6661340000005,68.11386600000012,874.4334195654353,1086.065873696001,9.8733261245091
COc1c2cc(sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1ccc(C)s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1ccc(C)s1,0.5510204081632653,18,0,0,0,133.09496200000012,61.8210380000001,741.338909501211,986.0570403280011,10.061806533959196
Cn1c(-c2ccc(s2)-c2cc(cc(c2)C(C)(C)C)C(C)(C)C)c2c(c(-c3ccc(s3)-c3cc(cc(c3)C(C)(C)C)C(C)(C)C)n(C)c2=O)c1=O,0.29411764705882354,4,0,0,0,117.75723599999998,62.2427640000001,691.522653889677,704.3470209040015,6.905362950039231
Cc1cc(sc1-c1cc(C)c(s1)-c1ccc(cc1)C(=C\\c1ccc(cc1)N(c1ccccc1)c1ccccc1)\\C#N)-c1cc(F)c(-c2cc(C)c(s2)-c2cc(C)c(s2)-c2ccc(cc2)C(=C\\c2ccc(cc2)N(c2ccccc2)c2ccccc2)\\C#N)c2nsnc12,0.564625850340136,11,0,0,0,191.9306150000006,75.42938500000014,1120.5068206944848,1278.3075789800014,8.695969925034023
COc1c(OC)c(-c2ccc(s2)-c2ccc(cc2)C(=C\\c2ccc(cc2)N(c2ccccc2)c2ccccc2)\\C#N)c2nsnc2c1-c1ccc(s1)-c1ccc(cc1)C(=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)\\C#N,0.5658914728682171,11,0,0,0,165.81006400000066,65.84593600000011,979.1005681429073,1100.3000877760012,8.529458044775202
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(s2)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc(s4)-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(cc4C6(C)C)-c4ccc(s4)-c4c(F)c(F)c(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)n(C)c(=O)c23)c2nsnc12,0.5773195876288659,22,0,0,0,269.84675199999975,117.73324800000017,1516.1775524373413,1992.055824168001,10.268328990556705
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3cc4n(C)c(=O)c5cc6c7sc(cc7n(C)c(=O)c6cc5c4s3)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0.56,14,0,0,0,133.64937600000016,62.33062400000011,778.4863522675673,1004.0707587440011,10.04070758744001
CC(=C(C#N)C#N)c1ccc(s1)-c1ccc(s1)-c1ccc(cc1)N(c1ccc(cc1)-c1ccc(s1)-c1ccc(s1)C(C)=C(C#N)C#N)c1ccc(cc1)-c1ccc(s1)-c1ccc(s1)C(C)=C(C#N)C#N,0.47572815533980584,13,0,0,0,142.29416900000032,52.99583100000007,878.2384350891526,1007.1121700560009,9.777788058796125
COC(=O)C(=C\\c1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(C)cc1)c1ccc(C)cc1)-c1sc(cc1C3(c1ccc(C)cc1)c1ccc(C)cc1)-c1ccc(s1)-c1ccc(s1)-c1ccc(\\C=C(/C#N)C(=O)OC)s1)\\C#N,0.5,14,0,0,0,193.5412360000006,78.19476400000015,1133.0011480264716,1336.1692761440013,9.278953306555564
COC(=O)C(=C\\c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc(C)c(s3)-c3ccc(s3)-c3sc(\\C=C(/C#N)C(=O)OC)cc3C)n(C)c(=O)c12)\\C#N,0.43636363636363634,16,0,0,0,147.93013400000046,69.30586600000012,902.7548209161853,1094.0557029360014,9.94596093578183
CN1c2ccc(cc2Sc2cc(ccc12)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,0.5384615384615384,8,0,0,0,133.80134100000015,46.98865900000005,831.185283165296,875.2831151840011,8.416183799846165
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0.620253164556962,12,0,0,0,117.047032,65.98296800000007,642.4488416493165,881.9503977380007,11.163929085291148
CC(C)[Si](C#Cc1c2cc(sc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc(sc12)-c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(\\C=C2\\SC(=S)N(C)C2=O)s1)-c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(\\C=C2/SC(=S)N(C)C2=O)s1)(C(C)C)C(C)C,0.3375,14,0,0,0,214.57309600000082,135.32690400000018,1246.7699434622943,1412.1780846040017,8.82611302877501
COC(=O)C(=C\\c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(cc3c4sc(cc4c(cc3c2s1)-c1ccc(C)s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)-c1ccc(C)s1)\\C#N,0.4666666666666667,16,0,0,0,165.9533060000006,73.08269400000013,962.3444818185427,1198.0351678240013,9.983626398533344
CN1C(=S)S\\C(=C/c2ccc3N(C)c4ccc(cc4Sc3c2)-c2ccc(cc2)N(c2ccccc2)c2ccccc2)C1=O,0.5571428571428572,6,0,0,0,90.92541100000001,39.23458900000002,540.0680354806531,613.1316254840009,8.759023221200012
Cn1cc([C]2C(=O)[C](C2=O)c2c(O)cc(cc2O)N2[C@@H]3CCC[C@H]3c3c2ccc2ccccc32)c2ccc(F)cc12,0.5303030303030303,6,2,0,0,79.41482500000001,31.349174999999992,466.9433887160387,544.1798355000008,8.245149022727285
COc1ccc(-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc(OC)cc4OC)n(C)c(=O)c23)c(OC)c1,0.42857142857142855,8,0,0,0,84.922204,45.109796000000046,519.1317390093512,600.1388786160007,8.573412551657153
Cn1cc([C]2C(=O)[C](C2=O)c2c(O)cc(cc2O)N2[C@@H]3CCC[C@H]3c3c2ccc2ccccc32)c2cc(F)ccc12,0.5303030303030303,6,2,0,0,79.41482500000001,31.349174999999992,466.9433887160387,544.1798355000008,8.245149022727285
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(F)cc3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(F)cc3)n(C)c(=O)c12,0.5737704918032787,12,0,0,0,165.47372000000053,72.34628000000014,967.8776655774586,1222.0783302000011,10.017035493442632
CN1C(=O)c2c(sc(-c3ccc(s3)-c3cc4c(-c5ccc(C)s5)c5sc(cc5c(-c5ccc(C)s5)c4s3)-c3ccc(s3)-c3sc(-c4cccs4)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1cccs1,0.6170212765957447,14,0,0,0,136.57820400000023,59.5817960000001,769.1549538709638,1039.925617376001,11.063038482723414
N#CC(C#N)=C(C(=C(C#N)C#N)c1ccc(C#Cc2c3ccccc3cc3ccccc23)c2nsnc12)c1ccc(cc1)N(c1ccccc1)c1ccccc1,0.5679012345679012,8,0,0,0,107.42982500000002,33.810175,663.8317404415744,731.1892148000006,9.027027343209884
Cn1c(-c2ccc(s2)-c2ccc(s2)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4cc5ccccc5s4)n(C)c(=O)c23)c2c(c(-c3ccc(s3)-c3cc4ccccc4s3)n(C)c2=O)c1=O,0.5959595959595959,11,0,0,0,136.08537600000022,59.634624000000095,789.3769131434336,1000.046852504001,10.101483358626272
CN1c2ccccc2Oc2cc(\\C=C(\\C#N)c3ccc(cc3)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5ccc(s5)-c5ccc(cc5)C(=C\\c5ccc6N(C)c7ccccc7Oc6c5)\\C#N)n(C)c(=O)c34)ccc12,0.5535714285714286,10,0,0,0,142.47972000000033,58.236280000000086,864.6308990194516,972.2552457600011,8.68085040857144
COc1c2cc(sc2c(OC)c2cc(sc12)-c1cc2c(s1)-c1sc(\\C=C3/SC(=S)N(C)C3=O)cc1C2(C)C)-c1cc2c(s1)-c1sc(\\C=C3/SC(=S)N(C)C3=O)cc1C2(C)C,0.5,14,0,0,0,129.22537600000004,62.870624000000106,749.5107141097542,971.9569175040012,10.564749103304361
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)C#Cc3ccc(cc3)-n3c4ccccc4c4ccccc34)n(C)c2=O)c1=O,0.5909090909090909,5,0,0,0,86.16023900000002,34.859761000000006,504.456320062346,593.1231689760008,8.986714681454558
Cn1c(-c2ccc(s2)-c2ccc(s2)-c2ccc(\\C=C(/C#N)C(=O)NCc3ccccc3)s2)c2c(c(-c3ccc(s3)-c3ccc(s3)-c3ccccc3)n(C)c2=O)c1=O,0.5747126436781609,9,1,0,0,116.45979000000003,49.56021000000006,698.9954943627641,834.092145820001,9.587266043908057
COC(=O)C(=C\\c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.4117647058823529,16,0,0,0,137.71654800000024,65.6154520000001,820.9431946162833,1016.0339048720011,9.961116714431384
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.40625,18,0,0,0,171.55806400000063,82.57393600000016,1008.454312564749,1236.0719472560013,9.65681208793751
COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)-c1ccc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(-c3ccc(cc3)N(c3ccc(OC)cc3)c3ccc(OC)cc3)c3nsnc23)c2nsnc12,0.53125,16,0,0,0,161.8980640000007,76.38993600000015,924.1933427664904,1124.2518172560012,8.78321732231251
C[Se]c1ccc(s1)-c1c2cc(sc2c(-c2ccc([Se]C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0.5576923076923077,12,0,0,0,147.85896200000047,72.5010380000001,856.1442205947494,1193.8676161680007,11.479496309307699
COC(=O)C(=C\\c1ccc(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1ccc(\\C=C(/C#N)C(=O)OC)s1)\\C#N,0.43478260869565216,14,0,0,0,126.76537600000002,58.13062400000009,760.0717177133567,932.0127755040011,10.13057364678262
CN(C)c1ccc(\\C=C2/C(=O)c3ccccc3C2=C(C#N)C#N)s1,0.40540540540540543,5,0,1,1,47.40030899999999,19.219690999999997,306.96282720386813,331.07793303600045,8.948052244216228
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,0.38461538461538464,13,0,0,0,121.858962,57.67703800000008,735.5000996345531,878.0563545680011,9.648970929318693
COc1c2cc(sc2c(OC)c2cc(sc12)-c1ccc(s1)-c1ccc(-c2ccc(C)s2)c2nsnc12)-c1ccc(s1)-c1ccc(-c2ccc(C)s2)c2nsnc12,0.6097560975609756,14,0,0,0,116.68061800000001,53.795382000000075,633.4408441103863,873.9821440720008,10.658318830146351
