name,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,FCSP3
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(s3)-c3cc5c(cc3C4(C)C)-c3sc(cc3C5(C)C)-c3ccc(s3)-c3c(F)c(F)c(-c4ccc(s4)-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(cc4C6(C)C)-c4ccc(s4)-c4c(F)c(F)c(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,0,0,0,80,26,14,0,0,6,0.15873015873015872,0.15873015873015872
Cn1c(=O)c2cccc3c(ccc(c23)c1=O)C#Cc1ccc(C#Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c2nsnc12,0,4,2,26,8,0,0,0,0,0.02702702702702703,0.024390243902439025
COc1cc(-c2ccc(s2)-c2sc(cc2C)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)c(OC)cc1-c1ccc(s1)-c1sc(cc1C)-c1sc(\\C=C2\\SC(=S)N(C)C2=O)cc1C,0,0,2,28,6,4,0,0,0,0.17391304347826086,0.17391304347826086
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,32,4,2,0,0,0,0.1,0.1
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3cc4OC(C)(C)c5cc(sc5-c4s3)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0,0,6,25,5,2,0,1,0,0.16279069767441862,0.16279069767441862
Cc1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(C)s1,0,0,4,46,12,12,0,0,0,0.16216216216216217,0.16216216216216217
CN1C(=S)S\\C(=C/c2cc3n(C)c4cc(sc4c3s2)-c2cc3n(C)c4cc(sc4c3s2)-c2cc3n(C)c4cc(\\C=C5/SC(=S)N(C)C5=O)sc4c3s2)C1=O,0,0,2,28,0,0,0,0,0,0.13513513513513514,0.13513513513513514
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2sc(cc2[Si]4(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,36,6,2,0,0,0,0.125,0.125
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,60,18,6,0,0,2,0.09302325581395349,0.09302325581395349
CSc1c2cc(sc2c(SC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0,0,2,32,6,4,0,0,0,0.16,0.16
COc1c2cc(sc2c(OC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0,0,2,32,6,4,0,0,0,0.16,0.16
Cc1cc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)cc1C,4,0,4,30,8,6,0,0,0,0.16,0.14814814814814814
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ccc(-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ncc(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,0,0,2,54,6,2,0,0,0,0.11428571428571428,0.11428571428571428
Cc1ccc(s1)-c1ccc(s1)-c1ncc(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2cnc(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0,0,2,38,8,10,0,0,0,0.1724137931034483,0.1724137931034483
Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0,0,0,48,10,10,0,0,0,0.14705882352941177,0.14705882352941177
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cc(F)c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0,0,2,42,4,2,0,0,0,0.1111111111111111,0.1111111111111111
CN1C(=S)S\\C(=C/c2sc(-c3cc4c(-c5ccc(C)s5)c5sc(cc5c(-c5ccc(C)s5)c4s3)-c3sc(\\C=C4/SC(=S)N(C)C4=O)c4cc(C)sc34)c3sc(C)cc23)C1=O,0,0,2,28,6,4,0,0,0,0.13636363636363635,0.13636363636363635
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc5c(c4)n(C)c4cc(ccc54)-c4ccc(s4)-c4n(C)c(=O)c5c(-c6ccc(s6)-c6ccc(\\C=C7\\SC(=S)N(C)C7=O)s6)n(C)c(=O)c45)n(C)c(=O)c23)C1=O,0,0,6,40,8,0,0,0,0,0.1111111111111111,0.1111111111111111
COc1ccc(s1)-c1c2cc(sc2c(-c2ccc(OC)s2)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,0,0,4,36,8,4,0,0,0,0.13793103448275862,0.13793103448275862
CN1C(=O)\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/C(=O)N(C)C(=O)C(C#N)=C3C)cc2C)C(C)=C(C#N)C1=O,2,0,4,36,14,8,0,0,0,0.15625,0.15151515151515152
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(s2)-c2sc(cc2[Ge]3(C)C)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,32,4,2,0,0,0,0.1,0.1
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0,0,0,40,10,10,0,0,0,0.16666666666666666,0.16666666666666666
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(cc7C(c6cc5c4cc2C3(c2ccc(C)cc2)c2ccc(C)cc2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2ccc(\\C=C3\\SC(=S)N(C)C3=O)s2)C1=O,0,0,2,40,16,4,0,0,2,0.13043478260869565,0.13043478260869565
COC(=O)C(=C\\c1ccc([se]1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1ccc(\\C=C(/C#N)C(=O)OC)[se]1)\\C#N,2,0,2,30,6,4,0,0,0,0.13636363636363635,0.13043478260869565
Cc1cc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)cc1C,4,0,4,24,6,4,0,0,0,0.15,0.13636363636363635
COc1c2cc(sc2c(OC)c2cc(sc12)-c1ccc2N(C)c3ccc(C=C(C#N)C#N)cc3Sc2c1)-c1ccc2N(C)c3ccc(C=C(C#N)C#N)cc3Sc2c1,4,0,0,30,8,0,0,0,0,0.09523809523809523,0.08695652173913043
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2cc(C)c(s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2sc(cc2C)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,0,0,2,26,6,6,0,0,0,0.18181818181818182,0.18181818181818182
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)c(F)c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0,0,2,42,4,2,0,0,0,0.1111111111111111,0.1111111111111111
CN1c2ccc(C=C(C#N)C#N)cc2Sc2cc(ccc12)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,2,0,0,28,4,0,0,0,0,0.030303030303030304,0.02857142857142857
COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)-c1ccc(-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2ccc(-c3ccc(cc3)N(c3ccc(OC)cc3)c3ccc(OC)cc3)c3nsnc23)c2nsnc12,0,0,0,56,10,2,0,0,0,0.08333333333333333,0.08333333333333333
Cc1ccc(s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1ccc(C)s1,0,0,4,34,8,8,0,0,0,0.14814814814814814,0.14814814814814814
Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc2c(s1)-c1sc(cc1C21c2cc(ccc2-c2ccc(cc12)C(C)(C)C)C(C)(C)C)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,0,0,0,32,16,8,0,0,3,0.1864406779661017,0.1864406779661017
CC(=C(C#N)C#N)c1ccc(s1)-c1ccc(s1)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1ccc(s1)-c1ccc(s1)C(C)=C(C#N)C#N,4,0,0,24,4,2,0,0,0,0.125,0.1111111111111111
CC(=O)c1cc2c(sc(-c3ccc(s3)-c3ccc(C)s3)c2s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(-c2ccc(s2)-c2ccc(C)s2)c2sc(cc12)C(C)=O,0,0,0,42,6,6,0,0,0,0.1111111111111111,0.1111111111111111
Cc1ccc(s1)-c1ccc(s1)-c1ccc([C]2Sc3c4sc5c6S[C](C=c6n(C)c5c4n(C)c3=C2)c2ccc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,34,4,2,2,0,0,0.13636363636363635,0.09090909090909091
N#C[C](C#N)c1ccc(cc1)[C](C(=C(C#N)C#N)c1ccc(C#Cc2cccnc2)c2nsnc12)c1ccc(cc1)N(c1ccccc1)c1ccccc1,4,2,2,27,8,0,0,2,0,0.05128205128205128,0
Cc1ccc(s1)-c1ccc(s1)-c1c2cc(sc2c(-c2ccc(s2)-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0,0,6,40,8,2,0,0,0,0.1,0.1
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,52,18,6,0,0,2,0.10256410256410256,0.10256410256410256
Cc1ccc(s1)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccc5cc(cc6ccc(c3)c4c56)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5ccc(s5)-c5ccc(C)s5)n(C)c(=O)c34)n(C)c(=O)c12,0,0,4,36,12,2,0,0,0,0.10344827586206896,0.10344827586206896
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)C(F)(F)F)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)C(F)(F)F)n(C)c(=O)c12,0,0,4,42,12,4,0,0,0,0.12121212121212122,0.12121212121212122
COC(=O)C(=C/c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,2,0,2,30,6,4,0,0,0,0.17391304347826086,0.16666666666666666
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0,0,2,42,4,2,0,0,0,0.1111111111111111,0.1111111111111111
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cnc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ncc(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,0,0,4,52,4,2,0,0,0,0.11764705882352941,0.11764705882352941
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0,0,6,32,8,2,0,0,0,0.11538461538461539,0.11538461538461539
Cc1ccc(s1)-c1ccc(s1)-c1cc(F)c(-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2c(F)cc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,38,8,4,0,0,0,0.08,0.08
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cnc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nsnc23)c2nsnc12,0,0,3,41,3,2,0,0,0,0.11320754716981132,0.11320754716981132
CC(C)[Si](C#Cc1c2cc(sc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc(sc12)-c1c(F)cc(-c2ccc(s2)-c2ccc(C)s2)c2nsnc12)-c1c(F)cc(-c2ccc(s2)-c2ccc(C)s2)c2nsnc12)(C(C)C)C(C)C,2,2,0,30,8,14,6,0,0,0.3448275862068966,0.3225806451612903
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C)-c1sc(C=C2C(=O)c3ccccc3C2=O)cc1C,0,0,0,34,12,4,0,0,0,0.08,0.08
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3cc4ccc5cc(cc6ccc(c3)c4c56)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0,0,6,26,12,0,0,0,0,0.08333333333333333,0.08333333333333333
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccccc4o3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3cc4ccccc4o3)n(C)c(=O)c12,0,0,4,48,10,2,0,0,0,0.08823529411764706,0.08823529411764706
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(o2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(cc2C4(C)C)-c2ccc(o2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,0,0,0,40,10,6,0,0,2,0.13793103448275862,0.13793103448275862
Cn1c(-c2ccc(s2)C#Cc2ccc(cc2)-n2c3ccccc3c3ccccc23)c2c(c(-c3ccc(s3)C#Cc3ccc(cc3)-n3c4ccccc4c4ccccc34)n(C)c2=O)c1=O,0,4,2,40,8,0,0,0,0,0.038461538461538464,0.03571428571428571
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc(s2)-c2ccc(s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)C1=O,0,0,2,32,4,4,0,0,0,0.13043478260869565,0.13043478260869565
CN1C(=O)\\C(=C2\\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2n(C)c(=O)c3c(-c4cccs4)n(C)c(=O)c23)c2ccc(cc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0,0,8,26,10,0,0,0,0,0.12,0.12
Cc1ccc(s1)-c1c2cc(sc2c(-c2ccc(C)s2)c2cc(sc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)N(c3ccccc3)c3ccccc3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3ccc(s3)-c3ccc(cc3)N(c3ccccc3)c3ccccc3)n(C)c(=O)c12,0,0,4,68,10,2,0,0,0,0.06818181818181818,0.06818181818181818
Cc1ccc(s1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,0,0,0,48,10,10,0,0,0,0.14705882352941177,0.14705882352941177
Cc1cc2sc(cc2s1)-c1cc(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccc(C)cc2)c2ccc(C)cc2)-c2sc3cc(sc3c2C6(c2ccc(C)cc2)c2ccc(C)cc2)-c2c(F)cc(-c3cc4sc(C)cc4s3)c3nsnc23)c2nsnc12,0,0,0,48,18,6,0,0,2,0.10810810810810811,0.10810810810810811
COC(=O)C(=C\\c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(s1)-c1cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3sc(cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2s1)-c1sc(cc1C)-c1ccc(s1)-c1cc(C)c(\\C=C(/C#N)C(=O)OC)s1)\\C#N,4,2,2,28,10,16,6,0,0,0.375,0.34285714285714286
COc1ccc(cc1F)-c1c2cc(oc2c(-c2ccc(OC)c(F)c2)c2cc(oc12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12)-c1ccc(s1)-c1n(C)c(=O)c2c(-c3cccs3)n(C)c(=O)c12,0,0,6,34,10,0,0,0,0,0.10714285714285714,0.10714285714285714
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)-c3ccc(cc3)-c3n(C)c(=O)c4c(-c5ccc(cc5)-c5ccc(s5)-c5n(C)c(=O)c6c(-c7cccs7)n(C)c(=O)c56)n(C)c(=O)c34)n(C)c2=O)c1=O,0,0,8,28,10,0,0,0,0,0.11538461538461539,0.11538461538461539
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ccc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3ncc(-c4ccc(s4)-c4ccc(C)s4)c4nsnc34)c3nonc23)c2nsnc12,0,0,2,42,4,2,0,0,0,0.1111111111111111,0.1111111111111111
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2sc(-c3cc(C)c(s3)-c3ccc(s3)-c3sc(\\C=C4\\SC(=S)N(C)C4=O)cc3C)c3c2C(=O)c2c(C)sc(C)c2C3=O)C1=O,0,0,2,30,8,6,0,0,0,0.16,0.16
COc1ccc(-c2ccc(s2)-c2n(C)c(=O)c3c(-c4ccc(s4)-c4ccc(OC)c(OC)c4OC)n(C)c(=O)c23)c(OC)c1OC,0,0,2,20,4,0,0,0,0,0.23529411764705882,0.23529411764705882
Cn1c(-c2cccs2)c2c(c(-c3ccc(s3)C#Cc3ccc(s3)-c3n(C)c(=O)c4c(-c5cccs5)n(C)c(=O)c34)n(C)c2=O)c1=O,0,2,6,18,4,0,0,0,0,0.125,0.11764705882352941
COC(=O)C(=C\\c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2cc3sc(cc3cc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)\\C#N,2,0,2,28,10,6,0,0,0,0.16666666666666666,0.16
