,PCE,polarizability,delLA,delLD,N_atom,Eg,lamda_h,DIP,AL-DH,delHD,E_bind,DL-AL,delGE,E_T1,fMF,nHBAcc,apol,bpol,Vabc,MW,AMW,ABC,ABCGG,nAromAtom,nAromBond,C1SP2,C2SP2,C3SP2,C1SP3,HybRatio,FCSP3
64,6.4,1619.864333,0.033470005,0.085715866,70,522.46,0.326612824,6.027719557,3.252849085,0.405177538,1.915055515,0.476471369,0.045929294,1.6611,0.6154,16,218.607236,88.472764,1199.561187,1562.080856,10.01333882,87.01203983299536,55.86667195946787,94,98,0,60,18,6,0.0930232558139534,0.0930232558139534
65,6.38,1183.743333,0.033470005,0.06694001,58,455.72,0.372785104,6.561943828,3.703197523,0.31510785,2.111671669,0.481097305,0.058324009,1.8969,0.5192,16,151.908548,73.251452,877.3964337,1143.886672,10.99891031,55.35854441052505,38.47664879222223,42,44,2,32,6,4,0.16,0.16
66,6.38,1143.852667,0.077824564,0.047619926,58,453.34,0.384474843,6.522940115,3.591086613,0.345584602,2.080714219,0.560282438,1.282700004,1.8899,0.5192,16,147.712548,71.803452,857.9588386,1111.93236,10.6916573,55.35854441052505,38.47664879222223,42,44,2,32,6,4,0.16,0.16
67,6.37,1208.665667,0.033470005,0.024490248,64,465.76,0.588690581,6.550799405,3.680067845,0.430756241,1.941092478,0.280821504,0.876721786,1.8919,0.4815,18,151.388548,68.151452,899.5325654,1120.010684,10.3704693,57.52030486860457,40.99853328030091,50,50,4,30,8,6,0.16,0.1481481481481481
68,6.3,1780.68,0.077824564,0.077008222,86,572.17,0.464352234,6.070334493,3.21094355,0.235922717,1.959218515,0.363816231,2.2016,1.4951,0.6312,24,214.428892,136.301108,1144.297748,1555.914815,11.03485684,82.28048384286764,50.37317156232305,86,90,2,54,6,2,0.1142857142857142,0.1142857142857142
69,6.3,1067.946,0.033470005,0.253610118,62,460.73,0.396451662,6.180870408,3.335299585,0.481097305,2.084087623,0.781511007,0.081725945,1.9507,0.5345,14,155.998892,70.661108,852.2580034,1080.139313,9.311545805,59.520304868604576,40.98112758519425,62,66,2,38,8,10,0.1724137931034483,0.1724137931034483
70,6.3,1255.577667,0.033470005,0.32708086,72,450.79,0.306974911,6.23826167,3.398157886,0.297420449,2.073682674,0.799742635,0.151367929,2.0262,0.5455,14,179.860478,79.759522,1007.453866,1314.08657,9.955201291,70.94805165039506,49.267278800508834,72,76,0,48,10,10,0.1470588235294117,0.1470588235294117
71,6.3,1357.068333,0.077824564,0.211976697,67,573.18,0.434711415,6.177626539,3.298564213,0.317012647,2.020179841,0.27347443,2.046733058,1.4641,0.633,19,164.501169,101.278831,887.0740704,1219.927855,11.19199867,64.09356000183912,41.87666027072713,67,70,2,42,4,2,0.1111111111111111,0.1111111111111111
72,6.28,979.2546667,0.033470005,0.315652078,54,506.57,0.320544957,6.464926801,3.603059623,0.550486339,2.052612892,0.227215073,0.0,1.5304,0.5682,14,130.754204,60.305796,741.8753913,999.8799301,11.36227193,49.70169016103269,37.04941701922164,38,42,2,28,6,4,0.1363636363636363,0.1363636363636363
73,6.27,1482.706333,0.033470005,0.047075698,79,536.27,0.409673947,6.343649191,3.512445707,0.110478227,2.033148131,0.253882232,1.282335752,1.1268,0.5591,17,174.060513,80.449487,1045.198888,1311.032542,10.32309088,70.85524087753681,47.75293016888763,43,45,6,40,8,0,0.1111111111111111,0.1111111111111111
74,6.26,1286.344667,0.033470005,0.048708381,68,460.38,0.357597341,6.361675374,3.51897644,0.412796726,1.981277874,0.525451864,1.295500621,1.8754,0.5424,18,169.53972,80.73628,976.2860157,1275.907802,10.81277798,63.762945555723846,44.64104711966649,52,54,4,36,8,4,0.1379310344827586,0.1379310344827586
75,6.23,1403.252333,0.033470005,0.032109436,74,489.22,0.3437628,6.516096724,3.686870692,0.411164043,1.854594515,0.098505217,1.866998227,1.6942,0.5077,16,177.500478,78.779522,1046.792567,1278.072616,9.831327815,68.2005047546886,47.51942394352087,52,54,4,36,14,8,0.15625,0.1515151515151515
76,6.2,887.8703333,0.033470005,0.251161093,48,524.56,0.421129668,6.204604451,3.347816822,0.631304156,2.175409936,0.482729988,1.897600003,1.5942,0.6203,12,117.357032,67.222968,,927.894649,11.74550189,45.90663616081078,32.81587781259538,48,50,0,32,4,2,0.1,0.1
77,6.2,1056.489667,0.033470005,0.340142325,62,447.38,0.320395839,6.246250117,3.393531951,0.470212751,2.10681238,0.824504996,0.636292708,2.0176,0.5254,12,158.033306,70.826694,889.1266885,1150.111128,9.746704476,62.54365050519619,44.7164698938607,62,66,0,40,10,10,0.1666666666666666,0.1666666666666666
78,6.17,1221.717667,0.033470005,0.102314811,49,464.68,0.294967343,6.353294811,3.533670589,0.48218576,2.05081135,0.560826666,0.327714159,1.8263,0.542,11,176.006857,73.243143,1011.0088,1207.159046,9.214954548,67.82430016063459,44.79827208928657,57,59,2,40,16,4,0.1304347826086956,0.1304347826086956
79,6.15,997.5493333,0.033470005,0.052517975,52,464.01,0.554218925,6.475196922,3.589726044,0.455790716,2.095219857,0.470756978,1.916469958,1.8635,0.4348,12,128.505376,61.610624,768.6754928,1027.901676,11.17284431,47.50677164918726,34.55713881462936,40,40,2,30,6,4,0.1363636363636363,0.1304347826086956
80,6.11,995.1113333,0.033470005,0.087620663,54,474.42,0.52150077,6.664676062,3.804151766,0.517016334,2.08447681,0.248984182,1.657100981,1.8141,0.4773,16,123.554204,55.205796,746.6134179,928.0039421,10.54549934,47.56379079059009,35.10485500911242,40,40,4,24,6,4,0.15,0.1363636363636363
81,6.11,767.2913333,0.033470005,0.018231629,52,391.83,0.440786902,6.950935761,4.012046755,0.429939899,2.240904542,0.572527562,4.3450353,2.3863,0.4651,12,115.294204,47.101796,703.0763725,824.1156581,9.582740211,46.240785325476345,29.17253697636916,36,38,0,30,8,0,0.0952380952380952,0.0869565217391304
82,6.1,1013.152667,0.077824564,0.058776594,51,462.91,0.572544433,6.433021995,3.496118876,0.460688765,2.087096832,0.581235205,2.440741732,1.8592,0.5054,13,131.854962,63.865038,772.5157436,973.9548093,10.47263236,47.96090987503493,35.03725656271035,35,35,2,26,6,6,0.1818181818181818,0.1818181818181818
83,6.1,1342.741667,0.077824564,0.190751816,67,563.21,0.379808907,6.248483899,3.365504223,0.268304266,2.049009786,0.271569633,1.062700094,1.5079,0.633,19,164.391376,101.388624,893.1416293,1237.918434,11.35704985,64.8291763537271,42.83494099825067,67,70,2,42,4,2,0.1111111111111111,0.1111111111111111
84,6.07,474.2103333,0.033470005,1.596764132,26,390.98,0.340473216,6.680082604,3.707007118,0.623412854,2.334597145,0.714026769,13.90116544,2.358,0.5156,5,81.753032,31.096968,495.044076,532.1721678,8.315190121,31.60567403697676,21.24325779677359,30,30,0,28,4,0,0.0303030303030303,0.0285714285714285
85,6.05,1178.692333,0.033470005,0.272385974,52,468.23,0.311806837,6.03216236,3.199786882,0.119185871,2.041747409,0.820967516,0.418566411,1.9084,0.5571,16,182.121236,81.850764,1024.940066,1256.23743,8.973124501,71.37310853203304,44.62431854919569,76,80,0,56,10,2,0.0833333333333333,0.0833333333333333
86,6.04,1103.149667,0.033470005,0.21496995,64,430.99,0.407425198,6.523496588,3.661291989,0.476743483,2.793382682,0.687631725,0.266580982,1.6432,0.5818,18,153.318134,67.281866,842.0856327,1118.042653,10.16402412,59.463285727201736,39.52194930319273,64,66,4,34,8,8,0.1481481481481481,0.1481481481481481
87,6.02,967.6436667,0.033470005,0.329529885,44,484.62,0.41960311,6.466697446,3.641971905,0.876478744,2.14012553,0.410619815,2.667394363,1.7302,0.4775,8,142.676892,57.453108,834.1911528,944.2122439,8.506416612,55.58571983527558,38.87026372297285,44,44,0,32,16,8,0.1864406779661017,0.1864406779661017
88,6.0,765.836,0.033470005,0.150206851,42,470.36,0.433653165,6.752439312,3.851499577,0.760830353,2.235986277,0.250344751,1.517845667,1.8444,0.4493,10,102.119446,54.550554,611.8646518,729.9937992,10.57962028,37.445215874209154,27.88736954240513,30,30,0,24,4,2,0.125,0.1111111111111111
89,6.0,1091.489667,0.033470005,0.491709745,62,492.64,0.388143754,6.178296211,3.32931308,0.394565097,2.068012275,0.631032042,0.0001,1.6852,0.5686,14,149.254962,65.365038,813.9829686,1097.920732,10.76392875,56.55397837341579,40.55012433459602,58,62,0,42,6,6,0.1111111111111111,0.1111111111111111
90,5.98,1027.104333,0.033470005,0.182316286,55,540.13,0.381868536,5.888635905,3.03189263,0.706407581,2.052963566,0.621508057,1.953769091,1.5977,0.6471,15,123.516618,56.203382,663.6055295,925.9705338,10.89377099,49.712018029252285,33.09456373444927,49,53,0,34,4,2,0.1363636363636363,0.0909090909090909
91,5.94,703.7756667,0.033470005,0.239460197,41,394.56,0.789014818,6.996809804,4.114905794,0.873485491,2.020013857,-0.358373954,12.72340932,1.1641,0.5641,9,102.853032,33.946968,648.8334633,708.1844638,9.079287997,41.94112549695424,30.49001325044733,39,40,2,27,8,0,0.0512820512820512,0.0
92,5.93,1156.4,0.077824564,0.218779544,72,507.72,0.282262346,6.286602425,3.365232109,0.212793039,2.131622819,0.54205081,0.0,1.1585,0.5862,14,162.146134,73.033866,928.8495736,1198.010016,10.32767255,64.77275797289813,47.3975519447056,52,54,6,40,8,2,0.1,0.1
93,5.89,1396.431333,0.033470005,0.087348549,60,513.1,0.325777434,6.030895942,3.247951035,0.516199993,1.938274293,0.519737473,0.175848628,1.6779,0.6056,14,196.780064,79.539936,1081.23401,1398.105414,9.845812774,78.6076386877965,51.56349304299329,84,88,0,52,18,6,0.1025641025641025,0.1025641025641025
94,5.88,1104.556,0.033470005,0.106940747,66,505.72,0.404801204,6.253819508,3.392987723,0.07891302,2.205325579,0.598106265,0.0,1.1534,0.5636,10,147.206134,63.193866,846.1144232,1046.121732,9.510197561,59.944330848151935,39.48230189753882,46,49,4,36,12,2,0.1034482758620689,0.1034482758620689
95,5.87,1243.976,0.033470005,0.166533682,74,523.9,0.358752464,6.354590345,3.503738064,0.20653442,2.116591626,0.338509642,0.000141421,1.1357,0.5469,12,171.04172,76.79828,1026.739872,1322.071943,10.32868706,72.67411840671376,49.80804696462134,54,56,4,42,12,4,0.1212121212121212,0.1212121212121212
96,5.84,1032.778667,0.077824564,0.078096678,52,469.55,0.454402663,6.409999258,3.483329524,0.530894141,2.114888075,0.587765938,1.150760709,1.8765,0.4141,14,138.302548,77.583452,817.8160742,988.0210022,9.980010123,50.44893667645218,35.848379301729054,40,40,2,30,6,4,0.1739130434782608,0.1666666666666666
97,5.8,1342.928,0.077824564,0.168710593,67,566.71,0.46833843,6.169482443,3.288768114,0.303406954,2.042203967,0.327625088,1.969211401,1.4873,0.633,19,164.610962,101.169038,881.0065114,1201.937277,11.0269475,63.31750353543128,40.919803800147854,67,70,2,42,4,2,0.1111111111111111,0.1111111111111111
98,5.8,1839.752,0.077824564,0.223677593,86,596.73,0.423705498,6.179182758,3.325503486,0.163268316,1.956248924,0.1551049,2.323274088,1.4383,0.6403,26,211.955306,136.574694,1131.699299,1557.905313,11.20795189,82.28048384286764,50.37317156232305,86,90,4,52,4,2,0.1176470588235294,0.1176470588235294
99,5.79,997.1176667,0.077824564,0.210616128,62,507.57,0.289864391,6.30253578,3.361694629,0.212793039,2.179669296,0.557289186,0.0,1.1585,0.5686,12,140.318962,64.101038,810.5223966,1034.034574,10.13759386,56.368356827699344,42.06257453406533,42,44,6,32,8,2,0.1153846153846153,0.1153846153846153
100,5.76,1003.374333,0.033470005,0.226942959,60,500.48,0.355137159,6.26707499,3.411491465,0.531982597,2.081850171,0.450620553,0.033405089,1.7128,0.6383,14,136.684204,59.475796,746.3226852,1041.948913,11.08456291,54.92098521156034,39.46360911968376,60,64,0,38,8,4,0.08,0.08
101,5.7,1350.004333,0.077824564,0.27565134,67,586.27,0.440646219,6.228764896,3.349993733,0.283270529,2.031011667,0.186670108,1.180980427,1.4327,0.6389,20,163.374169,101.305831,874.7072868,1202.932526,11.13826413,63.31750353543128,40.919803800147854,67,70,3,41,3,2,0.1132075471698113,0.1132075471698113
102,5.69,1180.459,0.033470005,0.265311014,54,501.69,0.356217179,6.369881239,3.536935955,0.472389661,2.059854553,0.345312489,0.222891296,1.6686,0.3623,12,183.32158,117.53842,1034.387067,1210.209025,8.769630619,62.79717390896548,47.241411269611405,50,54,0,30,8,14,0.3448275862068966,0.3225806451612903
103,5.67,840.5916667,0.033470005,0.270481177,56,446.61,0.393069831,6.617427027,3.735579073,0.656882859,2.165332321,0.47864828,1.369000033,1.9436,0.5778,10,124.11179,48.32821,719.6382527,886.0468354,9.844964838,49.48291056155033,35.61277069071839,44,46,0,34,12,4,0.08,0.08
104,5.67,840.7543333,0.033470005,0.127349287,56,476.75,0.266885736,6.439244151,3.53094945,0.096056193,2.325976537,0.635657977,0.0,1.2003,0.5778,8,119.37179,50.24821,693.1952757,854.1149894,9.490166549,49.90693654109772,34.05201878445294,36,39,6,26,12,0,0.0833333333333333,0.0833333333333333
105,5.67,1332.222333,0.033470005,0.165445227,80,536.2,0.281883836,6.237640162,3.395708861,0.171159618,2.09056348,0.385313226,0.0,1.1115,0.5938,14,173.977306,75.598694,990.7211067,1266.087003,9.891304711,71.7629455557239,49.19910583525678,60,64,4,48,10,2,0.088235294117647,0.088235294117647
106,5.66,1153.956,0.033470005,0.051157406,64,509.74,0.296542066,6.127741809,3.266999006,0.418511117,2.047983139,0.536880646,0.086100058,1.7081,0.6,14,150.962962,66.273038,847.402254,1150.038357,10.45489416,63.63374239083635,42.69233450799732,64,66,0,40,10,6,0.1379310344827586,0.1379310344827586
107,5.65,1538.136667,0.077824564,0.453613805,80,638.27,0.179401947,5.932724337,3.081961581,0.447355186,1.864049086,0.189935474,0.088077069,1.068,0.6122,6,127.994962,47.605038,739.3459009,858.2123183,8.757268554,52.540445153998455,33.21786100594215,48,52,2,40,8,0,0.0384615384615384,0.0357142857142857
108,5.62,1116.791333,0.033470005,0.042721876,56,465.17,0.458905059,6.425498319,3.547548395,0.342047122,2.104228609,0.555656503,1.518400003,1.8423,0.5532,14,136.761376,64.318624,797.0873617,1027.91123,10.93522585,50.61099751481864,35.868431409566206,40,40,2,32,4,4,0.1304347826086956,0.1304347826086956
109,5.62,957.1516667,0.033470005,0.45606283,60,520.3,0.269238161,6.432003201,3.541561891,0.102314811,2.093823618,0.231841009,0.3423,1.1773,0.54,10,129.182962,59.417038,786.5247623,942.1422668,9.421422668,54.34449574006242,39.383793047962826,32,32,8,26,10,0,0.12,0.12
110,5.61,1601.989333,0.033470005,0.191840271,74,537.49,0.457282444,6.060617035,3.237338595,0.130614653,2.052760776,0.530894141,0.0,1.1229,0.5783,14,219.97558,93.60442,1268.176371,1520.244172,9.158097424,87.15753428374852,56.02315878478874,78,80,4,68,10,2,0.0681818181818181,0.0681818181818181
111,5.6,1234.671333,0.033470005,0.149934737,72,435.09,0.368901767,6.241827178,3.397069431,0.387762251,2.115645821,0.933350541,0.064532627,2.1081,0.5455,14,179.860478,79.759522,1007.453866,1314.08657,9.955201291,70.94805165039506,49.08418009477217,72,76,0,48,10,10,0.1470588235294117,0.1470588235294117
112,5.56,1310.07,0.033470005,0.089797574,56,503.35,0.331475771,6.06013757,3.273529738,0.577969839,1.947328928,0.536608532,0.154334993,1.7145,0.6119,14,187.432892,75.527108,1017.322987,1346.074114,10.04532921,75.77921156305027,49.33897983754175,80,86,0,48,18,6,0.1081081081081081,0.1081081081081081
113,5.5,1331.163,0.077824564,0.097688876,58,459.49,0.413820962,6.489862227,3.598433687,0.437831201,2.053938901,0.528445117,0.022765105,1.8656,0.2658,14,204.577096,129.138904,1209.754299,1316.27963,8.330883733,67.33947442460692,50.22248101906826,42,44,2,28,10,16,0.375,0.3428571428571428
114,5.5,1000.010667,0.077824564,0.206806534,64,510.81,0.30201237,6.280428978,3.34482357,0.253882232,2.157519894,0.541506582,0.0,1.152,0.5455,12,141.054548,65.437452,847.6933474,1058.138405,9.619440041,60.53011728577885,43.971653899995424,44,46,6,34,10,0,0.1071428571428571,0.1071428571428571
115,5.5,976.789,0.033470005,0.254698573,62,508.42,0.290123172,6.405108011,3.51897644,0.118913757,2.172131802,0.383680543,0.294030764,1.1529,0.5385,10,133.856548,61.423452,818.4802738,968.1579169,9.309210739,55.75870930243552,39.80186735268568,32,32,8,28,10,0,0.1153846153846153,0.1153846153846153
116,5.5,1335.416333,0.077824564,0.189935474,67,563.93,0.474214184,6.241863097,3.356796579,0.276467682,2.051567876,0.278100365,1.472845905,1.4704,0.633,19,162.512962,98.165038,871.2877139,1185.960121,10.88036808,63.31750353543128,40.919803800147854,67,70,2,42,4,2,0.1111111111111111,0.1111111111111111
117,5.48,1140.352333,0.033470005,0.067756351,60,464.51,0.475191073,6.553741772,3.696938905,0.291433944,2.280385802,0.528989344,0.945761143,1.8614,0.5294,16,146.378962,68.061038,866.2223797,1109.91671,10.88153637,55.63434315141024,40.509046910569886,40,40,2,30,8,6,0.16,0.16
118,5.47,556.7613333,0.033470005,1.356215479,32,493.64,0.608665371,6.133825187,3.18128314,1.097435198,2.485794169,0.944779323,0.0,1.1773,0.3846,10,92.533376,52.594624,571.3041634,660.160008,8.463589846,35.73164286360088,28.588489054687948,22,22,2,20,4,0,0.2352941176470588,0.2352941176470588
119,5.45,685.798,0.033470005,0.41660632,42,516.21,0.400601671,6.424120879,3.490404485,0.304767523,2.265536383,0.375789241,0.0557,1.123,0.5588,8,90.657446,42.222554,559.896072,678.0523892,9.971358664,37.46209528137907,29.80000956581393,20,20,6,18,4,0,0.125,0.1176470588235294
120,5.44,1019.018667,0.077824564,0.056327569,54,445.06,0.504405761,6.532101101,3.587004905,0.384496884,2.125467139,0.625045537,0.0002,1.9302,0.42,14,136.112548,62.143452,803.3627407,984.0440756,9.840440756,51.139764811042696,35.433169299384026,42,44,2,28,10,6,0.1666666666666666,0.16
121,5.44,821.954,0.033470005,0.187758564,54,488.79,0.260504394,6.384148441,3.46890749,0.148302054,2.273531803,0.572799676,0.0,1.1867,0.5682,8,116.03179,50.24821,684.4962231,830.1149894,9.43312488,47.90693654109772,33.37965575064053,34,36,6,26,10,0,0.0869565217391304,0.0869565217391304
122,5.42,1167.351667,0.077824564,0.054422772,64,454.66,0.475877072,6.438352706,3.53448693,0.468580067,1.999194339,0.536608532,0.00130767,1.901,0.4333,16,163.946892,75.089108,956.2818882,1176.050818,9.800423482,61.01539866001743,43.90135741081383,52,54,2,34,12,8,0.1724137931034483,0.1666666666666666
123,5.4,1858.349667,0.033470005,0.07047749,90,552.69,0.481056215,6.035471809,3.218018511,0.301502157,1.985139313,0.451981122,0.005209607,1.112,0.5542,18,226.192408,99.867592,1279.523198,1664.10494,10.02472855,92.76443393472869,58.28387521297204,80,82,2,50,18,10,0.1860465116279069,0.1860465116279069
124,5.37,506.635,0.033470005,1.194307732,34,505.77,0.485494937,6.609087826,3.633536375,1.152130084,2.458984673,0.370891192,0.002,1.1097,0.4667,10,74.51186,38.82014,467.528252,576.0661076,9.601101793,31.86954223404349,25.748920997739766,20,20,4,18,2,0,0.1428571428571428,0.1428571428571428
125,5.37,941.4326667,0.033470005,0.232657351,52,498.95,0.476869744,6.181253544,3.291217139,0.246263044,2.182543868,0.634025294,0.862800012,1.705,0.5909,16,123.554204,59.221796,643.5134179,928.0039421,10.54549934,50.29780446687918,34.07566217749127,52,60,0,32,6,2,0.1363636363636363,0.1363636363636363
126,5.3,1171.472333,0.033470005,0.074287084,66,450.24,0.373346747,6.454997638,3.609590356,0.430756241,2.072260532,0.564092032,1.167771078,1.9341,0.4426,16,162.871306,73.860694,978.2984636,1204.077662,9.869489029,63.62504618528125,44.373878597663385,54,56,2,38,12,4,0.1333333333333333,0.1290322580645161
127,5.3,1094.884333,0.033470005,1.394583534,74,497.55,0.537834949,6.08553695,3.20876664,0.368986394,2.298780426,0.850355813,0.0002,1.1575,0.5455,10,166.44365,70.49635,880.6650649,1098.349815,8.320831931,69.1159037234058,45.83655819371224,64,76,2,44,16,0,0.1142857142857142,0.1142857142857142
128,5.29,993.53,0.033470005,0.205445965,62,505.64,0.344682001,6.307081714,3.424280817,0.210344014,2.184673233,0.506403894,0.021554118,1.1623,0.5686,12,140.318962,64.101038,810.5223966,1034.034574,10.13759386,56.368356827699344,42.06257453406533,42,44,6,32,8,2,0.1153846153846153,0.1153846153846153
