,PCE,polarizability,delLA,delLD,N_atom,Eg,lamda_h,DIP,AL-DH,delHD,E_bind,DL-AL,delGE,E_T1,fMF,nHBAcc,apol,bpol,Vabc,MW,AMW,ABC,ABCGG,nAromAtom,nAromBond,C1SP2,C2SP2,C3SP2,C1SP3,HybRatio,FCSP3
195,4.33,1494.616,0.033470005,0.03455846,64,495.29,0.430875154,6.324246657,3.522786034,0.551030567,1.82435121,0.24245345,1.769882024,1.7669,0.4483,18,195.120822,86.209178,1141.111695,1366.151535,9.421734724,74.02751528752871,50.657149690131845,62,62,4,36,14,10,0.217391304347826,0.2054794520547945
196,4.32,831.8763333,0.077824564,0.176601895,43,491.59,0.34450431,6.618514939,3.664557355,0.768177427,2.13936852,0.242453449,0.397246888,1.7147,0.4366,11,100.026239,41.823761,593.7485526,729.0277717,10.26799679,38.204993694020985,28.11728366955725,31,33,0,22,6,4,0.1515151515151515,0.1351351351351351
197,4.32,654.2453333,0.033470005,1.018794293,40,521.78,0.512546592,6.363804937,3.440335535,0.788858081,2.334040576,0.463954132,0.0,1.096,0.6129,8,87.760274,40.199726,518.3562112,691.9660603,11.16074291,36.11218292116276,27.92592933866631,30,30,4,24,2,0,0.0625,0.0625
198,4.25,1987.570333,0.077824564,0.030748866,114,520.95,0.221707489,6.243225299,3.403600163,0.028299842,2.019142323,0.49905682,0.0001,1.1407,0.5955,22,247.936408,107.823592,1436.395665,1844.024957,10.35969077,101.38984710264828,67.28993224383042,84,86,8,64,14,2,0.0851063829787234,0.0851063829787234
199,4.25,1252.545333,0.033470005,0.161363519,54,506.9,0.380076939,6.084308084,3.283870065,0.428035102,2.073525085,0.618514804,0.406928323,1.6745,0.5882,12,184.51965,74.40035,1014.682738,1250.180116,9.19250085,71.56043196356788,47.33848558907364,78,80,0,48,18,6,0.1081081081081081,0.1081081081081081
200,4.24,940.5126667,0.033470005,1.190498138,35,480.56,0.317153602,6.199781505,3.365504223,0.364088345,2.116175827,0.565180488,5.672940756,1.7834,0.5636,8,144.782513,59.647487,814.9717513,989.1872098,8.992610998,57.1842526480532,38.59055856651924,59,60,0,41,11,5,0.1186440677966101,0.1186440677966101
201,4.22,1085.621333,0.033470005,0.257691826,62,512.33,0.320583597,6.203990562,3.343190886,0.27565134,2.087344318,0.476471369,0.0,1.6799,0.62,16,143.338204,65.121796,768.5303768,1131.951868,11.31951868,60.53011728577886,43.13407942053416,62,70,0,38,8,4,0.1153846153846153,0.1153846153846153
202,4.21,997.0616667,0.077824564,0.221772796,64,504.17,0.363508198,6.399008851,3.453124886,0.177690351,2.197512242,0.496879909,0.093677959,1.1614,0.5556,10,143.426962,63.633038,861.6856064,1094.084044,10.13040782,60.8867962557038,44.69068713973892,44,46,6,32,12,2,0.1071428571428571,0.1071428571428571
203,4.2,1219.206333,0.077824564,0.054694886,64,503.34,0.342527947,6.182630985,3.295026733,0.397830464,1.967524674,0.524635523,1.081186094,1.709,0.6,14,155.158962,67.721038,866.8398491,1181.99267,10.74538791,63.63374239083635,42.69233450799732,64,66,0,40,10,6,0.1379310344827586,0.1379310344827586
204,4.2,647.6096667,0.033470005,0.506948122,48,494.78,0.494590615,6.457246932,3.520609123,1.193763505,2.405816127,0.563275691,0.10519154,1.1567,0.5946,6,97.351032,35.888968,582.19363,684.1177492,9.244834449,41.44551625449608,29.130848822457565,34,34,2,26,12,0,0.0476190476190476,0.0476190476190476
205,4.19,1391.941667,0.033470005,0.104219608,60,504.21,0.30793384,6.158107267,3.370130159,0.441368681,1.978659224,0.476199255,0.07,1.7301,0.6056,14,196.560478,79.759522,1093.369128,1434.08657,10.0992012,80.07887139157242,53.38855831416847,84,88,0,52,18,6,0.1025641025641025,0.1025641025641025
206,4.18,1077.497333,0.033470005,0.000272114,22,425.57,0.247161835,6.517980296,3.743470375,0.748857343,1.793751535,0.375789241,9.42369338,2.0513,0.4261,16,153.710927,64.223073,956.4970716,1097.143864,9.540381427,58.9972169575356,42.15016660179911,48,48,0,39,9,3,0.1111111111111111,0.1
207,4.18,1277.536667,0.033470005,0.069933262,52,465.31,0.355028042,6.363111047,3.560337747,0.51810479,1.990202003,0.489804948,0.56901565,1.8644,0.5606,12,181.710064,75.449936,1051.689615,1268.092289,9.606759763,69.25044426682615,46.30466969574607,60,60,2,44,14,4,0.1142857142857142,0.1142857142857142
208,4.18,567.303,0.033470005,1.817448472,34,491.54,0.287191689,6.445309569,3.525235059,0.729537259,2.298070091,0.471301206,0.402462396,1.2883,0.5303,6,79.524618,31.239382,460.8758298,526.1892573,7.972564505,33.012605538595885,24.278512794319383,25,27,1,19,6,0,0.2352941176470588,0.1764705882352941
209,4.16,1100.624667,0.077824564,0.067484237,64,452.02,0.352374659,6.602058581,3.68251687,0.511574057,2.044122671,0.425858191,0.263208397,1.9217,0.5098,16,145.925376,63.050624,852.5059769,1091.956918,10.70545998,56.359059861570366,39.69223803716026,52,54,2,40,6,2,0.0769230769230769,0.074074074074074
210,4.15,714.9,0.033470005,0.251161093,46,435.81,0.487093878,6.812504093,3.879255191,0.72110173,2.291923678,0.454430147,1.333100004,1.9827,0.5385,10,103.888618,42.867382,618.8915295,754.0612226,9.667451571,42.27394337924227,30.280330461199338,34,36,0,28,10,2,0.0952380952380952,0.0952380952380952
211,4.14,1107.407333,0.077824564,0.741510269,51,457.57,0.343438168,6.468342918,3.567412707,0.118913757,2.253686057,0.640011799,3.417769009,1.8391,0.5748,9,164.096271,62.483729,967.5876732,1086.300837,8.553549895,63.94696442584142,39.02307095665381,67,68,0,54,12,2,0.0294117647058823,0.0285714285714285
212,4.12,1340.840667,0.077824564,0.678651967,61,487.0,0.492616701,6.303858798,3.392715609,0.247351499,2.263164166,0.678924081,1.23269564,1.7044,0.5646,11,192.040408,75.319592,1114.439262,1260.317001,8.573585039,73.12742203744816,43.70609258964966,77,78,0,60,14,4,0.0512820512820512,0.05
213,4.09,1031.443,0.033470005,0.107484975,52,422.72,0.430323307,6.827289128,3.934766419,0.297964677,2.100623952,0.39402087,0.412992337,1.9958,0.4898,18,135.773376,69.814624,792.1906745,1059.936576,10.81567935,53.34501119110772,36.54529308158735,36,42,2,28,6,0,0.1739130434782608,0.1739130434782608
214,4.08,884.8766667,0.033470005,0.220140113,50,504.4,0.43329343,6.339424896,3.441151876,0.526812433,2.162160958,0.415789978,3.058442919,1.6956,0.6098,14,116.461032,54.014968,645.575962,909.9633004,11.09711342,47.71201802925228,34.13321415709118,50,54,0,32,6,2,0.0952380952380952,0.0952380952380952
215,4.07,891.7933333,0.033470005,0.050341064,48,439.21,0.545694686,6.606442335,3.709728256,0.446266731,2.142052754,0.518649018,0.566200141,1.9477,0.383,12,123.632548,57.223452,748.9465867,872.0999336,9.277658868,45.5637907905901,33.87657259936597,36,36,0,28,8,6,0.1818181818181818,0.1739130434782608
216,4.06,1270.799667,0.033470005,0.159730836,54,507.11,0.391898925,6.05931497,3.263461525,0.439463884,2.064357279,0.632936839,0.662213078,1.6775,0.5714,16,187.72765,81.34435,1049.843646,1314.159774,9.386855529,73.95129988934937,48.73597521899932,78,80,0,52,14,2,0.1081081081081081,0.1081081081081081
217,4.05,1006.662333,0.077824564,0.069116921,55,463.88,0.595306485,6.463017922,3.526051401,0.526268206,2.101591552,0.560826666,1.885138886,1.8839,0.4667,13,136.34372,69.39628,819.5450977,992.099282,9.44856459,52.39846907399964,37.85845309314991,35,35,4,24,8,6,0.2083333333333333,0.2083333333333333
218,4.04,999.6333333,0.077824564,0.196466207,64,505.25,0.343974505,6.288360553,3.348633164,0.216874747,2.187519987,0.588038052,0.047139474,1.162,0.5556,10,143.866134,63.193866,837.4153706,1022.121732,9.464090108,57.78257039007243,41.69724289574984,44,46,6,32,12,2,0.1071428571428571,0.1071428571428571
219,4.04,1064.099667,0.033470005,0.122723351,64,469.78,0.346474959,6.191654552,3.309720882,0.316468419,2.16446325,0.7676332,2.032567364,1.8984,0.6275,14,142.650962,61.769038,759.8176036,1022.061063,10.0202065,56.78308584111775,36.26394148840578,64,69,0,42,8,2,0.074074074074074,0.074074074074074
220,4.0,787.5,0.077824564,0.160819291,41,459.38,0.534066444,6.641705298,3.678707276,0.595385126,2.245168288,0.507764463,1.355981689,1.8484,0.5068,11,104.020618,50.919382,619.5965961,781.9480671,10.71161736,38.00439579702045,28.9402190770567,25,25,2,20,4,4,0.1764705882352941,0.1764705882352941
221,4.0,815.3533333,0.077824564,0.17061539,49,463.26,0.541196916,6.547145188,3.588365475,0.708040264,2.238298084,0.579330408,1.674612391,1.8642,0.5556,9,109.858204,43.861796,651.7756116,780.0591144,9.630359437,43.28070998895093,31.29422473776121,37,37,0,30,10,4,0.0909090909090909,0.0909090909090909
222,3.97,1205.661333,0.077824564,0.098505217,70,489.8,0.319934878,6.354477962,3.451220089,0.351843221,2.068435137,0.490077062,0.045162042,1.762,0.6481,16,158.29179,68.62821,876.7849801,1241.905512,11.49912511,64.79661906053506,45.7493211935583,70,74,0,46,8,4,0.0689655172413793,0.0689655172413793
223,3.97,578.9866667,0.033470005,1.315942628,28,482.95,0.502732261,6.348663433,3.397885772,0.436198518,2.436849802,0.696611482,1.858619714,1.1718,0.5735,5,87.493825,36.866175,527.712779,595.138819,8.752041456,34.519629873827206,25.45495911915061,28,28,3,26,3,0,0.0588235294117647,0.0555555555555555
224,3.96,1334.309667,0.033470005,0.000816342,27,434.07,0.205035889,6.520483744,3.712993622,0.539057557,1.768646758,0.337149073,7.762539194,1.9908,0.5161,16,175.034927,66.395073,1055.729201,1253.075333,10.10544624,67.48249833177418,43.892124950098975,63,63,0,51,9,3,0.0476190476190476,0.0434782608695652
225,3.95,1061.051667,0.077824564,0.046803584,63,479.59,0.388409337,6.819899876,3.872996572,0.382592088,2.113706761,0.126260831,2.143451873,1.721,0.4951,17,138.822169,60.483831,813.5212378,1023.091829,9.932930374,56.19729940349084,37.95785127698939,51,55,2,34,10,2,0.0980392156862745,0.0943396226415094
226,3.91,1162.997333,0.033470005,0.24952841,52,471.55,0.359017231,6.155004081,3.307543971,0.257691826,2.092609906,0.729265145,0.114357597,1.8915,0.5735,12,178.69365,75.12635,1001.914276,1228.238928,9.031168589,70.53435353906725,45.36678063597515,76,80,0,52,14,6,0.0833333333333333,0.0833333333333333
227,3.83,1004.873667,0.077824564,0.20299694,62,506.69,0.301221063,6.274796493,3.335027471,0.229391984,2.166995264,0.576065042,0.041600601,1.1615,0.5577,14,141.922962,67.573038,828.1028505,1066.024403,10.25023464,57.56379079059008,42.89545713153322,42,44,8,30,8,0,0.1153846153846153,0.1153846153846153
228,3.81,934.705,0.033470005,1.168456916,49,503.22,0.423612979,6.263466761,3.37938203,0.286808009,2.173791345,0.488172265,1.901242894,1.6897,0.5269,11,128.904962,60.755038,719.5878702,940.0176445,10.10771661,48.368356827699365,35.84969096273755,49,50,2,26,10,8,0.1739130434782608,0.1739130434782608
229,3.73,1049.906,0.077824564,0.210888242,64,503.88,0.365103329,6.365392177,3.425369272,0.1825884,2.189626136,0.527356661,0.030350947,1.16,0.5455,10,151.406134,71.593866,883.0371946,1181.954774,10.7450434,58.97800435296317,42.388008567678206,44,46,6,34,10,0,0.1071428571428571,0.1071428571428571
230,3.73,935.8616667,0.033470005,1.152674312,35,484.97,0.364938156,6.150094875,3.316251614,0.437286973,2.099312633,0.574704473,7.245519826,1.7393,0.5636,8,144.892306,59.537694,808.9041924,971.1966316,8.829060287,56.44863629616523,37.650781007923904,59,60,0,41,11,5,0.1186440677966101,0.1186440677966101
231,3.7,740.0126667,0.033470005,0.998657867,52,492.84,0.483771095,6.366097224,3.455846025,0.688175953,2.391247603,0.670488552,0.0,1.1534,0.6098,4,108.434204,38.165796,594.8032516,728.1592201,8.879990489,45.469377342132994,28.41846817491368,42,48,2,28,16,0,0.0416666666666666,0.0416666666666666
232,3.7,481.175,0.033470005,0.359190295,32,467.18,0.370933369,7.161336646,4.190281333,1.275125549,2.462097444,-0.017415287,3.078822999,1.7528,0.617,10,71.811516,43.018484,405.107055,539.9775549,11.48888415,28.74115490048825,21.85954126993737,28,30,0,16,4,0,0.0909090909090909,0.0833333333333333
233,3.66,1010.181333,0.077824564,0.19102393,64,504.62,0.341314864,6.259142327,3.321693892,0.222589138,2.181380475,0.614433096,0.032032015,1.1643,0.5455,12,145.470134,66.665866,854.9958245,1054.111561,9.582832372,58.97800435296317,42.388008567678206,44,46,6,34,10,0,0.1071428571428571,0.1071428571428571
234,3.54,933.73,0.033470005,1.202471148,35,481.23,0.446227002,6.149020025,3.307271857,0.346400944,2.18024769,0.675930829,2.553340075,1.7374,0.5636,8,145.002099,59.427901,802.8366334,953.2060534,8.665509576,55.67257982975739,36.7066078137845,59,60,0,41,11,5,0.1186440677966101,0.1186440677966101
235,3.53,1096.017333,0.077824564,0.671849121,51,452.19,0.398806808,6.451366551,3.548364737,0.118369529,2.296196688,0.736340106,1.032688186,1.8506,0.5748,9,164.206064,62.373936,961.5201142,1068.310259,8.411891799,63.17090795943358,38.06574309961273,67,68,0,54,12,2,0.0294117647058823,0.0285714285714285
236,3.51,1151.686667,0.033470005,0.269120608,52,462.64,0.383803266,6.157991619,3.316523728,0.161635633,2.091791776,0.77470816,0.949459862,1.9145,0.5735,12,178.913236,74.906764,989.7791581,1192.257772,8.766601262,68.98224060625154,43.46036238924712,76,80,0,52,14,6,0.0833333333333333,0.0833333333333333
237,3.5,950.3766667,0.033470005,0.253882232,60,484.33,0.420518501,6.367589496,3.502921722,0.479736736,2.144820474,0.492253973,0.0,1.743,0.6818,14,130.896618,55.243382,699.5955968,977.9364568,11.11291428,51.7358791168892,36.76549960630095,60,64,2,36,8,2,0.0416666666666666,0.0416666666666666
238,3.45,468.9986667,0.033470005,1.316214742,32,450.49,0.529504183,6.571127398,3.589181816,0.99675307,2.58196854,0.817974264,0.048,1.3199,0.5,4,75.707032,34.152968,449.3788608,508.12792,8.468798667,29.121995338337065,22.100570696208976,22,22,2,18,6,2,0.1333333333333333,0.1333333333333333
239,3.4,610.24,0.077824564,0.110478227,37,415.51,0.675538712,7.283464884,4.277629882,0.578786181,2.397176344,0.240276539,2.195914903,2.0344,0.4098,9,85.67586,34.64414,529.5486772,620.0291516,10.16441232,31.85296320716053,25.37259559903229,25,25,0,18,6,4,0.1428571428571428,0.125
240,3.4,1088.806667,0.077824564,0.992943476,47,454.56,0.331989794,6.203078436,3.299652669,0.104491722,2.170606624,0.869948011,0.1009,1.8902,0.5748,9,161.60365,66.71235,933.0609123,1050.30959,8.270154251,61.578354912098014,36.74507905380462,67,68,0,58,8,0,0.0294117647058823,0.0294117647058823
241,3.34,1046.473667,0.033470005,0.055511227,54,446.11,0.514061994,6.487380276,3.6085019,0.414701523,2.089080906,0.567901626,0.111063495,1.9296,0.3889,16,143.72372,69.62828,855.5351651,1044.065205,9.667270417,53.80643147770937,38.55539924993062,42,44,2,28,10,6,0.2,0.1923076923076923
242,3.3,1407.124,0.033470005,0.044354559,56,485.2,0.435642317,6.203415858,3.394348292,0.500689503,1.925697166,0.49905682,1.328541497,1.7834,0.4745,14,186.500822,86.389178,1073.258462,1302.083381,9.504258255,68.67032086655843,47.01858306627661,52,52,2,36,12,10,0.2238805970149253,0.2238805970149253
243,3.27,665.2766667,0.077824564,0.219323771,37,449.01,0.52794361,6.735118721,3.744014603,0.751306368,2.338131968,0.535520077,1.051578361,1.8939,0.3521,11,94.024618,44.731382,582.5809521,686.0496123,9.662670596,34.900169931389065,27.51961898280145,25,25,2,18,6,4,0.1875,0.1764705882352941
244,3.26,929.6526667,0.033470005,0.239460197,61,457.82,0.598100822,6.51482051,3.615032633,0.480280963,2.426361185,0.709400834,1.989984307,1.8165,0.5876,13,133.341376,57.718624,760.6544689,972.0631713,10.02126981,53.68511113414972,35.326067699562024,45,50,2,32,10,0,0.08,0.08
245,3.24,942.1426667,0.033470005,0.309937687,58,492.71,0.499048112,6.458000143,3.581290514,0.403000627,2.312295821,0.55266325,0.124151118,1.6605,0.6531,16,132.31579,61.51621,755.2298933,1002.055109,10.22505213,56.54044515399844,37.746389652628906,50,52,4,30,10,4,0.12,0.12
246,3.23,794.6323333,0.077824564,0.126805059,43,478.62,0.466066551,6.604108959,3.648774751,0.839199145,2.104993093,0.275379227,1.315330989,1.8054,0.4366,11,100.026239,41.823761,593.7485526,729.0277717,10.26799679,38.20499369402098,28.20907091643586,31,33,0,22,6,4,0.1515151515151515,0.1351351351351351
247,3.2,958.7043333,0.033470005,0.664774161,68,510.38,0.457584218,6.21066742,3.313258362,0.333611593,2.310863032,0.677019284,0.117116481,1.1136,0.5536,10,138.28372,56.78828,845.193304,940.300933,8.395544045,58.41607900297319,35.66994092334797,46,46,2,42,10,0,0.0689655172413793,0.0666666666666666
248,3.19,1070.060333,0.033470005,0.257691826,62,503.87,0.445892302,6.099079785,3.237338595,0.267760038,2.110886047,0.646542532,0.848683716,1.6815,0.62,16,143.777376,64.682624,744.260141,1059.989555,10.59989555,57.50677164918723,39.38903314166923,62,70,0,38,8,4,0.1153846153846153,0.1153846153846153
249,3.14,1046.473667,0.077824564,0.055511227,54,446.11,0.514061994,6.487380276,3.549181079,0.414701523,2.089080906,0.627222448,0.111063495,1.9296,0.3889,16,143.72372,69.62828,855.5351651,1044.065205,9.667270417,53.80643147770937,38.55539924993062,42,44,2,28,10,6,0.2,0.1923076923076923
250,3.09,1259.803667,0.033470005,0.194017182,74,527.33,0.363183838,6.168304462,3.319244867,0.183404742,2.112853724,0.50966926,0.035552918,1.1288,0.5469,12,171.700478,76.139522,990.3345181,1214.128474,9.485378703,67.81996469712671,47.04809323377158,54,56,4,42,12,4,0.1212121212121212,0.1212121212121212
251,3.07,1400.469,0.077824564,0.173608643,71,507.48,0.477960648,6.269498436,3.365776337,0.269664836,2.102370191,0.531982597,0.695304171,1.6835,0.4574,19,177.060478,81.835522,1034.802539,1286.044687,9.969338659,66.63181279498993,45.930655689364905,59,60,2,38,12,8,0.1612903225806451,0.15625
252,3.04,617.281,0.033470005,1.717310572,32,462.19,0.521825402,6.48655305,3.519248554,1.632411047,2.585749502,0.849267358,0.0,1.1998,0.2778,4,123.764408,66.255592,726.1146243,732.378321,6.78128075,41.12520068953479,33.12785661119812,22,22,2,14,10,12,0.4347826086956521,0.4347826086956521
253,2.7,283.91,0.077824564,1.659894547,22,520.6,0.151520698,6.340607638,3.101009551,1.505605989,2.877901477,0.867498986,0.0,1.0544,0.6111,0,46.075102,14.044898,243.7847907,278.1095504,7.72526529,18.22301585277072,12.295855406757326,22,26,0,14,8,0,0.0,0.0
254,2.59,375.1253333,0.077824564,0.741510269,25,440.92,0.168806922,6.917186567,3.85313226,1.455537038,2.738448036,0.722462299,18.40674181,1.7498,0.4423,4,63.194653,24.785347,396.8358487,403.1684623,7.753239659,24.648344127630025,19.905180333994387,12,12,0,12,7,3,0.24,0.2222222222222222
255,2.56,1423.150333,0.033470005,0.222861252,66,547.72,0.463761203,6.251163405,3.403872277,0.192928727,2.062084371,0.302318499,1.989484139,1.1043,0.6,0,38.061516,12.038484,203.1302267,228.0939004,7.603130013,14.72792206135786,10.639239020930187,18,21,0,12,6,0,0.0,0.0
256,2.1,375.0286667,0.077824564,0.000272114,30,467.38,0.118252248,6.752538362,3.604148078,2.184802184,2.706509133,0.666406844,1.15695598,1.5791,0.5429,6,92.860618,41.079382,535.7505263,646.0877121,9.229824458,36.11218292116276,26.32622529236981,32,32,2,24,6,2,0.1111111111111111,0.1111111111111111
257,1.74,435.703,0.077824564,2.074051843,20,448.11,0.374210164,6.815126454,3.760885662,1.424788172,2.475009831,0.558377641,3.070109309,1.4173,0.371,5,74.400204,34.539796,453.5998362,464.2034679,7.487152708,26.57051477383637,21.85664000648653,17,17,1,14,2,6,0.3703703703703703,0.2758620689655172
258,1.54,351.5596667,0.077824564,0.748857343,25,436.05,0.184363943,7.043788357,3.956535527,1.422067033,2.782399767,0.654433834,4.599248453,1.777,0.4167,4,58.521067,22.778933,374.6003372,377.1528122,7.857350255,22.676853698331445,19.289409040021173,12,12,0,13,6,2,0.1739130434782608,0.16
259,1.34,760.187,0.077824564,1.974730284,33,520.25,0.441313714,6.135829306,3.170942813,0.893621917,2.308062539,0.808722393,3.283919874,1.2684,0.2273,2,110.992478,81.947522,623.2833754,622.2579465,7.071113029,32.203391018422124,25.58247330481285,20,24,0,10,8,14,0.4705882352941176,0.4210526315789473
260,0.5,475.5143333,0.077824564,2.018812729,26,598.59,0.210358708,6.162820824,3.062641497,1.566287379,2.475103542,0.487900151,0.000608276,0.7555,0.3438,0,84.50379,60.97621,477.2164972,470.188604,7.346696938,27.500048504517103,20.065684841269515,22,26,0,12,10,0,0.2142857142857142,0.1875
